,2100051,2100052,2100072,2100075,2100076,2100078,2100082,2100100,2100103,2100106,2100162,2100170,2100184,2100192,error
0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0
15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
16,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
17,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0
18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
19,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
20,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0
21,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
